Id,AnimalName,Spicies,Age,CageNumber,ZooId
1230,condimentum tempor,Proin,19,32,13
1231,imperdiet libero,natoque Morbi eu,10,39,3
1232,Nam feugiat,feugiat,14,20,22
1233,malesuada dui,egestas,35,41,18
1234,Morbi torquent ac,feugiat,16,47,0
1235,nisl,ullamcorper morbi sed,17,13,19
1236,eros vel lectus,diam risus massa,33,55,9
1237,eros senectus,Duis,5,11,8
1238,a dui,luctus,39,31,8
1239,netus nisi commodo,fringilla,23,51,16
1240,bibendum,in,44,6,17
1241,commodo arcu,urna litora,17,55,13
1242,netus ultricies,pharetra elit iaculis,35,56,4
1243,urna,Integer bibendum,2,41,6
1244,augue lectus,eros,11,36,17
1245,nonummy Vestibulum imperdiet,aliquam,33,38,13
1246,Lorem Vestibulum,dolor mauris,50,1,9
1247,eu rhoncus a,vulputate,47,49,6
1248,ligula molestie,justo lobortis tincidunt,12,19,3
1249,metus sollicitudin rhoncus,varius nunc,47,8,18
1250,Suspendisse,dolor mauris,4,41,23
1251,fames,mi auctor,34,32,0
1252,mollis per facilisis,netus quam cursus,47,34,24
1253,aptent natoque odio,suscipit ridiculus,8,0,4
1254,magna felis,felis,21,26,1
1255,gravida id,habitant,7,46,11
1256,litora,facilisi condimentum leo,13,32,23
1257,penatibus,augue sagittis,30,13,2
1258,massa Morbi,quam,21,8,16
1259,id montes,Integer eleifend,34,6,23
1260,venenatis aliquam auctor,inceptos venenatis,38,39,16
1261,malesuada non,Cum,42,56,21
1262,congue leo lacus,Nullam,15,46,22
1263,morbi turpis dolor,natoque mi,1,31,2
1264,ac,eleifend congue dui,38,46,18
1265,cubilia ultricies,pellentesque Nullam dignissim,50,12,1
1266,posuere Praesent Vivamus,Etiam,42,16,11
1267,cursus malesuada Quisque,est,16,37,6
1268,dictum,enim habitant habitant,44,36,24
1269,magna fringilla sagittis,ipsum,30,24,20
1270,habitant,Maecenas Curae,20,32,22
1271,felis Nullam Lorem,consectetuer morbi,23,45,22
1272,Nullam blandit Integer,ridiculus eleifend,43,33,19
1273,habitant,ullamcorper dui semper,35,14,18
1274,libero tristique,sociis parturient cursus,19,23,14
1275,sociosqu Nunc urna,gravida,9,57,10
1276,tincidunt blandit,netus,12,15,21
1277,est,augue vehicula,36,20,24
1278,placerat,fringilla dui Maecenas,5,10,21
1279,massa Nulla commodo,Quisque feugiat,44,56,6
1280,viverra felis condimentum,ultrices,0,26,19
1281,vestibulum a,dignissim est ultrices,27,46,5
1282,Praesent,gravida placerat,35,25,0
1283,taciti quam fringilla,feugiat facilisis,41,54,5
1284,fames Vestibulum,sociis,29,15,7
1285,dolor gravida,purus,38,14,19
1286,litora cursus Pellentesque,parturient quam velit,31,25,20
1287,quam semper,Curabitur quam Quisque,21,4,23
1288,lacus vitae Vivamus,et Curae,22,29,9
1289,Pellentesque tincidunt,Curae,13,10,19
1290,odio,netus Duis,13,59,8
1291,semper dapibus sociosqu,neque Ut nec,46,55,15
1292,Nam a Morbi,Nam ullamcorper dignissim,3,42,21
1293,diam Nulla feugiat,lectus,33,43,4
1294,mus purus ullamcorper,Sed,26,43,23
1295,Lorem mattis varius,magna,17,0,5
1296,luctus,Suspendisse Nam senectus,1,6,15
1297,adipiscing,ultrices,35,19,20
1298,Lorem dapibus,dolor amet Nam,15,11,23
1299,Morbi sollicitudin dolor,egestas non,10,9,19
1300,in,aliquam nisl,27,42,7
1301,Mauris dui eros,Morbi purus,40,19,20
1302,ac,morbi,50,48,13
1303,volutpat,Suspendisse rhoncus parturient,1,3,4
1304,venenatis Fusce,torquent Etiam,15,27,16
1305,Cum sociis,Phasellus Maecenas,8,30,0
1306,In,Class,45,33,10
1307,sapien nec Class,placerat Aenean,35,36,6
1308,est primis,Duis facilisi,48,46,24
1309,posuere,blandit,9,7,22
1310,Morbi per,elementum,17,27,23
1311,lectus senectus fames,conubia Aliquam Praesent,34,2,19
1312,posuere,dui tempor,23,45,20
1313,laoreet est,euismod torquent,15,24,15
1314,inceptos,pede,13,33,7
1315,cursus nec fames,congue vitae,4,32,23
1316,porta posuere,orci rhoncus inceptos,14,58,16
1317,turpis facilisi eu,porta,8,42,1
1318,eleifend,dui porta purus,17,8,14
1319,Maecenas suscipit,vehicula Curae dis,27,44,24
1320,mattis primis,quam laoreet ligula,0,25,0
1321,tortor penatibus odio,convallis bibendum conubia,13,25,18
1322,dolor,blandit,9,3,6
1323,Aliquam Nullam netus,Fusce,28,49,21
1324,volutpat ac,Integer lorem,11,45,16
1325,fringilla litora luctus,ullamcorper blandit massa,30,54,13
1326,erat magna,mollis vulputate,31,2,12
1327,urna,libero,28,2,0
1328,non,at Integer scelerisque,14,4,5
1329,sit Mauris vel,Curabitur per,41,52,21
1330,mi,varius ridiculus,12,41,19
1331,Ut blandit penatibus,facilisis litora,34,22,21
1332,nunc,odio venenatis lectus,7,60,1
1333,penatibus mauris risus,Lorem parturient feugiat,33,47,20
1334,lorem suscipit Cum,erat,6,55,3
1335,leo mus pretium,Etiam sociis,34,29,15
1336,tellus massa pretium,ultricies ullamcorper et,14,31,17
1337,Cum Cum,volutpat convallis,9,37,17
1338,nascetur Suspendisse,natoque,0,30,24
1339,suscipit senectus sed,pretium,36,60,3
1340,eget ad,ullamcorper Integer Nullam,31,41,19
1341,ligula dictum,Mauris commodo eleifend,44,50,19
1342,Pellentesque sollicitudin penatibus,Nam,31,46,18
1343,dolor venenatis,lobortis habitant,10,30,6
1344,auctor,Fusce tempor,30,45,6
1345,viverra scelerisque ac,aliquam posuere,15,35,24
1346,torquent imperdiet,sociosqu Pellentesque,32,8,19
1347,rhoncus dignissim tellus,Aenean mauris,40,35,21
1348,fermentum,magnis,44,37,0
1349,erat varius,senectus,20,53,5
1350,pharetra accumsan quam,ornare,5,23,10
1351,nibh hymenaeos,mus faucibus,43,35,21
1352,mus rhoncus,accumsan nisl,30,27,8
1353,lacinia adipiscing Praesent,nonummy tincidunt congue,1,28,20
1354,nonummy,sagittis mus ornare,47,5,4
1355,scelerisque,tellus,28,5,9
1356,adipiscing,Vestibulum laoreet,1,15,10
1357,cubilia,diam nibh,33,24,8
1358,placerat Aliquam Fusce,tempor Morbi natoque,18,5,13
1359,tempus neque,ligula,9,4,10
1360,molestie,Suspendisse commodo Quisque,25,28,1
1361,nisi,odio aliquam mollis,33,28,8
1362,hymenaeos dolor,quam ad,23,18,10
1363,congue,semper,40,54,11
1364,turpis cubilia,pede tempus,8,57,18
1365,Aliquam,euismod Lorem,43,49,4
1366,sociosqu cursus,mus,13,25,1
1367,parturient,eget Cras,19,44,21
1368,senectus euismod tellus,dignissim,22,55,16
1369,massa rutrum,torquent Fusce,5,5,24
1370,neque,augue,33,10,16
1371,Morbi,Aliquam,44,58,1
1372,Nunc pharetra aptent,rhoncus,37,23,20
1373,bibendum,Phasellus,22,45,24
1374,sem Vestibulum,diam Lorem erat,40,29,24
1375,at blandit,rutrum,33,24,23
1376,nonummy ut condimentum,bibendum,44,22,16
1377,hendrerit Integer,taciti taciti,18,10,20
1378,Morbi posuere sit,at fermentum,26,56,8
1379,Aliquam,primis malesuada,8,9,22
1380,penatibus Suspendisse libero,nunc blandit sed,45,2,1
1381,rhoncus imperdiet ridiculus,ut Lorem,27,56,14
1382,lobortis ridiculus,blandit,4,40,12
1383,odio,posuere odio,9,0,2
1384,aliquet,congue Morbi Cras,8,7,9
1385,lacus,sagittis consectetuer massa,48,4,8
1386,ridiculus est leo,felis,22,1,19
1387,sociosqu arcu,hymenaeos,6,6,10
1388,Aliquam Aenean magna,Nam hendrerit,48,3,12
1389,egestas Etiam taciti,ultrices magnis velit,50,52,16
1390,consequat tortor netus,lacus interdum,18,33,6
1391,lacus,sociosqu felis,14,36,10
1392,ultrices montes libero,aliquet facilisis,25,4,13
1393,sollicitudin,Cum,6,50,8
1394,pretium blandit,Curae condimentum magna,33,0,19
1395,viverra venenatis,dignissim conubia,45,35,8
1396,Fusce,ligula dolor,46,60,7
1397,Maecenas iaculis tortor,Nunc leo viverra,38,53,7
1398,nibh Phasellus tellus,Ut,24,53,20
1399,conubia vulputate hymenaeos,netus,31,15,22
1400,pellentesque venenatis hendrerit,lorem,17,45,7
1401,tristique,habitant venenatis mus,49,40,20
1402,justo,Morbi congue,45,22,19
1403,montes pretium,purus,25,16,9
1404,massa,enim,45,19,13
1405,sagittis,commodo,31,0,15
1406,natoque Cras Proin,lacinia sapien suscipit,1,50,22
1407,blandit sociis,metus,43,8,21
1408,vehicula,volutpat,32,7,15
1409,sem,orci ultrices varius,32,32,11
1410,elit Curae tellus,interdum,23,40,9
1411,urna,lectus ornare volutpat,1,14,10
1412,Integer ultrices,ullamcorper Lorem volutpat,16,34,18
1413,aptent eleifend,Curabitur,47,2,16
1414,nonummy,eros faucibus hendrerit,49,60,3
1415,lobortis,viverra erat,7,15,11
1416,Nullam,vestibulum,45,23,14
1417,aliquet ut,Curabitur justo vestibulum,46,5,20
1418,vitae condimentum,ullamcorper volutpat,20,0,15
1419,Proin hendrerit,Curabitur sem Quisque,33,22,6
1420,fermentum,semper,5,0,4
1421,ultrices,euismod,19,25,14
1422,Aenean enim convallis,Nunc,29,2,14
1423,consequat imperdiet,sociis gravida,5,12,6
1424,hendrerit,et cubilia ridiculus,16,20,16
1425,pede massa,Maecenas Quisque,39,12,7
1426,pharetra,orci,37,0,21
1427,placerat sed egestas,Ut leo porta,17,14,2
1428,hymenaeos feugiat mus,purus nisl,4,30,21
1429,Integer,ad lorem erat,19,0,5
1430,pretium tincidunt,fermentum,40,35,16
1431,ad,ultrices enim mattis,35,13,2
1432,commodo mus interdum,facilisi dapibus,25,16,16
1433,Duis fermentum aliquam,fringilla Curabitur Vivamus,14,43,23
1434,ac aliquet volutpat,conubia cubilia,43,35,22
1435,varius mi ante,Donec tempor orci,20,41,6
1436,aptent Maecenas Nunc,sociis nonummy,37,13,6
1437,tempor sociosqu lobortis,sapien tortor,45,40,23
1438,pretium a,penatibus metus habitant,2,7,4
1439,sociis montes fames,dapibus,42,59,18
1440,nascetur purus,egestas neque sociosqu,5,54,7
1441,lacinia Pellentesque,condimentum nibh sociis,36,16,5
1442,Vivamus eu et,Aliquam cubilia ornare,29,51,6
1443,tempus mauris rhoncus,vel,15,13,16
1444,Pellentesque,In,22,49,9
1445,eleifend nec,sollicitudin,44,4,19
1446,Fusce ut,adipiscing luctus,3,19,9
1447,porta,egestas in Nullam,41,17,14
1448,pharetra orci,Suspendisse Aliquam libero,7,21,2
1449,sociis ut,dis ut,12,40,11
1450,id eros nisi,In,19,25,24
1451,lacinia vel,Class,28,15,3
1452,laoreet,ullamcorper,22,26,9
1453,feugiat taciti commodo,conubia,42,46,19
1454,justo Mauris,magna tristique ultricies,30,36,9
1455,Sed venenatis,In,26,2,7
1456,vulputate,est,5,37,8
1457,elit,primis viverra mattis,7,30,19
1458,taciti Class,netus aliquam dapibus,24,46,6
1459,dapibus pharetra Morbi,auctor,26,6,15
1460,netus sed porta,Ut,21,2,0
1461,Aliquam ante,nibh neque at,47,19,15
1462,Sed blandit,lobortis,30,20,14
1463,turpis varius,pharetra,44,42,7
1464,posuere,quis sed,44,58,2
1465,nunc,rhoncus eget rhoncus,41,5,22
1466,dui,risus,28,39,13
1467,mollis mauris luctus,dis posuere,18,23,6
1468,cursus consectetuer,sollicitudin ad,11,44,20
1469,Nullam tortor laoreet,lacinia arcu,0,51,17
1470,scelerisque vulputate vitae,nibh rutrum primis,38,20,19
1471,lacinia,tempus,15,51,9
1472,dolor,nunc nostra odio,11,2,9
1473,nunc Donec,diam,42,31,16
1474,euismod sem,ultrices,10,16,23
1475,neque,viverra,6,16,13
1476,Curae nostra enim,dis pretium,41,54,4
1477,taciti venenatis,risus,12,48,12
1478,malesuada,torquent,33,35,17
1479,nisl laoreet Cum,eget vehicula mauris,16,35,23
1480,ridiculus ac congue,adipiscing mus,1,53,11
1481,nostra Nulla nisl,eget iaculis volutpat,34,45,19
1482,pharetra nulla,consequat,26,54,1
1483,felis orci augue,sodales purus adipiscing,33,5,23
1484,mollis odio Cum,Cum libero fames,1,59,8
1485,mattis id urna,mattis,12,39,14
1486,Cum Donec,sit Mauris primis,45,57,1
1487,penatibus pulvinar bibendum,scelerisque erat facilisis,49,46,17
1488,primis molestie,dolor Maecenas,47,22,19
1489,elit,lacinia commodo facilisi,43,53,8
1490,eget inceptos Vivamus,sodales per,50,38,17
1491,Aenean amet,gravida,40,21,13
1492,Curae urna,felis,34,10,19
1493,pulvinar Vivamus lectus,varius ridiculus purus,11,54,24
1494,Cum tempus mollis,primis amet,26,17,3
1495,lectus ligula euismod,amet Vestibulum,1,41,0
1496,lacinia neque nascetur,mollis,39,30,10
1497,rhoncus natoque Fusce,hendrerit sem Fusce,0,47,15
1498,risus,semper Aenean,47,22,15
1499,habitant pretium,in Etiam conubia,26,42,15
1500,in,felis taciti amet,45,23,18
1501,gravida,est tortor,29,10,10
1502,risus neque,pulvinar turpis,1,25,8
1503,tempus,dui diam,8,41,14
1504,velit aliquet senectus,egestas pharetra turpis,1,32,14
1505,nisi faucibus,viverra imperdiet Morbi,0,15,0
1506,sapien,netus magna elementum,12,52,20
1507,velit,mollis euismod Fusce,5,17,13
1508,eget Pellentesque accumsan,Phasellus netus nonummy,5,55,2
1509,lacinia,nulla conubia viverra,35,26,12
1510,aliquam primis lobortis,montes hymenaeos montes,7,48,4
1511,odio accumsan conubia,sed,29,51,8
1512,eleifend ullamcorper Class,lacinia,37,18,9
1513,turpis,consectetuer,21,6,19
1514,odio,in,36,31,6
1515,gravida Phasellus pulvinar,suscipit semper,26,7,2
1516,auctor Class Fusce,Suspendisse,8,33,16
1517,justo porta,quis,8,24,16
1518,diam sollicitudin Suspendisse,lacus,33,48,5
1519,convallis diam,Nullam nonummy tortor,10,35,17
1520,Lorem tempor elementum,ridiculus orci Ut,3,9,3
1521,amet,consequat iaculis ac,17,25,11
1522,vitae,nostra,33,36,20
1523,sapien,In,35,25,4
1524,augue dolor tempus,libero ad,14,21,5
1525,lorem dictum taciti,tristique vestibulum ut,36,18,22
1526,sapien consectetuer,eros,35,14,20
1527,malesuada sodales,Nam gravida,19,8,23
1528,orci Lorem erat,cubilia pellentesque ornare,14,28,22
1529,Cum Phasellus,pede,1,16,8
1530,porttitor Cum,elementum Curae,28,27,16
1531,metus Sed,Praesent eros,44,9,5
1532,varius Praesent felis,In,2,39,11
1533,ultricies odio habitant,per eu,15,18,14
1534,Proin venenatis,senectus Pellentesque,50,28,19
1535,leo tincidunt ac,In,31,47,1
1536,ut risus vel,orci Proin,25,24,4
1537,dui tempus,orci Maecenas cursus,5,60,15
1538,parturient,ridiculus feugiat bibendum,33,46,0
1539,Vivamus,auctor,45,33,13
1540,nostra ultrices per,nascetur varius,1,52,1
1541,tristique,orci,9,33,9
1542,cursus lacinia nec,euismod primis aptent,2,60,19
1543,sed ridiculus lectus,nec aptent ante,16,25,10
1544,Integer convallis nostra,justo,30,4,24
1545,per nunc,consequat,21,0,13
1546,mauris,ullamcorper turpis sociis,2,20,13
1547,natoque odio,auctor nisi,10,16,22
1548,iaculis,magnis risus,27,11,7
1549,consequat,pretium Integer,40,55,7
1550,consectetuer,pulvinar volutpat Suspendisse,15,56,12
1551,molestie dapibus mus,consequat conubia Lorem,14,26,20
1552,arcu mauris,vestibulum tincidunt magnis,17,29,0
1553,lacinia,ipsum,31,34,1
1554,per risus,Class tempus semper,21,22,14
1555,at,iaculis eget,15,2,13
1556,ridiculus nonummy,egestas molestie,41,10,9
1557,Praesent Nullam,pulvinar lacinia,24,39,3
1558,turpis non,nulla luctus posuere,27,33,13
1559,nec nec lectus,Fusce Class,40,33,6
1560,sit libero,dis facilisis,21,51,21
1561,Morbi,volutpat,21,16,15
1562,Ut consectetuer habitant,purus,7,37,13
1563,pretium lectus,ipsum mi,17,14,6
1564,Class,metus consectetuer neque,44,53,12
1565,tempor porta,aptent senectus rhoncus,12,1,10
1566,eget convallis,semper,48,45,2
1567,erat,Ut,42,45,20
1568,nunc,tortor justo fringilla,35,23,20
1569,dui adipiscing,morbi congue ipsum,29,19,8
1570,lorem Ut,Curabitur libero,8,38,22
1571,In Nullam,tempor aliquam,41,52,2
1572,diam,Etiam,9,29,20
1573,a,iaculis,18,55,6
1574,blandit pede augue,hymenaeos dapibus taciti,27,41,0
1575,velit,gravida hendrerit venenatis,31,18,11
1576,sagittis venenatis commodo,vestibulum fames pellentesque,13,21,16
1577,facilisi,volutpat nunc,47,9,17
1578,varius tristique,sodales leo,14,12,1
1579,egestas purus faucibus,risus viverra malesuada,34,5,17
1580,ultrices Phasellus,Mauris viverra nonummy,36,46,18
1581,Nunc dictum aliquet,dui quis,21,36,15
1582,Quisque mattis Morbi,lobortis pede scelerisque,2,22,10
1583,condimentum Aenean Vestibulum,vel fringilla Proin,23,32,6
1584,gravida Pellentesque luctus,hymenaeos netus,49,20,6
1585,quam dis,luctus porta tristique,10,26,7
1586,venenatis litora parturient,aptent sociosqu,45,6,22
1587,metus magnis auctor,faucibus vestibulum,12,12,8
1588,sit facilisi primis,ante,37,19,15
1589,erat dolor,lacinia senectus,44,33,17
1590,feugiat Curabitur,sodales volutpat,9,38,2
1591,Pellentesque semper,per,31,53,3
1592,Praesent sagittis,varius,13,15,23
1593,dis natoque,accumsan,3,59,20
1594,Nulla quam imperdiet,Nam convallis netus,14,57,24
1595,sem,morbi fringilla ornare,31,17,5
1596,tincidunt,ultrices ullamcorper sodales,50,33,22
1597,sed dolor,molestie Morbi,12,0,23
1598,faucibus Phasellus hendrerit,ac,34,18,7
1599,eleifend malesuada inceptos,posuere,38,31,16
1600,Curabitur,Integer odio sapien,3,49,20
1601,euismod lacinia velit,porttitor Nunc vel,38,17,12
1602,dis Ut primis,Mauris Phasellus dictum,29,32,19
1603,sagittis sed egestas,ante est,28,50,18
1604,enim,Sed augue,7,7,3
1605,In facilisi,porttitor elementum,29,11,23
1606,Vestibulum sapien torquent,sit vehicula litora,28,52,19
1607,augue,aliquam,18,23,17
1608,sodales ante,rutrum Etiam,45,20,3
1609,tincidunt rhoncus,felis,38,13,19
1610,sem,laoreet luctus Ut,17,16,23
1611,pede,Sed leo tempus,15,50,2
1612,urna vehicula,morbi,33,44,6
1613,porta accumsan pulvinar,tincidunt facilisi non,31,16,22
1614,montes felis,sem,11,34,24
1615,accumsan volutpat,gravida eget,27,37,9
1616,purus,Cum,17,24,4
1617,ligula,quam nulla,7,3,16
1618,eleifend ipsum,magnis mattis sed,37,60,5
1619,auctor imperdiet,Etiam morbi Mauris,21,33,1
1620,litora,sodales sollicitudin torquent,9,11,7
1621,a porttitor,lacinia,19,15,24
1622,ut tellus,Curabitur,44,4,11
1623,nunc,posuere laoreet vitae,18,24,10
1624,vel,ullamcorper suscipit,12,56,9
1625,aliquet hymenaeos,lectus,28,41,7
1626,pellentesque,Maecenas neque,37,8,13
1627,varius molestie,vestibulum,31,30,12
1628,sapien,Suspendisse,43,7,11
1629,ad,Donec,27,53,22
1630,egestas egestas molestie,imperdiet Ut,7,18,24
1631,fames,eleifend Fusce,41,58,0
1632,Etiam turpis,montes Vivamus a,27,42,2
1633,sociosqu primis,Duis pretium auctor,29,21,15
1634,cursus ligula,Nulla nostra,5,18,24
1635,Nullam dolor porta,primis at,12,44,2
1636,nostra Cras eu,ridiculus,44,24,5
1637,morbi,interdum ad id,27,49,12
1638,Curae dictum arcu,dictum,31,23,2
1639,dapibus,fermentum,27,42,16
1640,sapien,elementum cubilia magnis,33,35,4
1641,elit felis,Pellentesque libero,19,35,23
1642,Praesent velit,nulla suscipit quam,49,33,21
1643,diam,elementum,20,19,3
1644,feugiat accumsan nascetur,tristique,48,50,4
1645,nec,accumsan scelerisque,28,60,6
1646,dis,Sed dignissim,20,7,22
1647,Praesent,habitant,4,32,7
1648,cubilia Maecenas,tempor pede tellus,12,18,4
1649,Class sollicitudin convallis,natoque,0,45,13
1650,imperdiet felis ultricies,nec Class malesuada,16,22,10
1651,magnis nulla Mauris,fringilla,39,37,9
1652,varius magna penatibus,mollis consequat,48,55,20
1653,pretium,lobortis,33,40,19
1654,Morbi facilisi,massa montes pellentesque,14,48,14
1655,tempus varius,volutpat rhoncus id,38,20,13
1656,lobortis,rutrum Integer diam,5,34,3
1657,auctor a,adipiscing,20,4,2
1658,sem,vulputate Donec Phasellus,11,16,5
1659,elit,Etiam tempus natoque,39,6,19
1660,dolor mi primis,est magna luctus,17,58,20
1661,penatibus,varius,16,16,11
1662,nascetur,condimentum at,34,44,6
1663,sit morbi,cubilia,33,3,23
1664,ridiculus,suscipit nunc interdum,31,39,17
1665,mollis ultricies lacus,est quis faucibus,20,46,9
1666,lorem,adipiscing,24,8,13
1667,elit,ullamcorper,30,31,14
1668,auctor,nisi consequat nascetur,26,46,22
1669,Fusce Nullam,sociosqu,29,56,10
1670,parturient facilisi varius,Cum habitant,46,19,10
1671,lacinia,Ut posuere sociis,48,13,16
1672,erat,inceptos,44,56,20
1673,vulputate luctus,rhoncus Curabitur scelerisque,33,18,3
1674,turpis,interdum Cras,47,18,6
1675,volutpat nisi,aliquet a,26,46,10
1676,nunc Class,elit nisl iaculis,44,39,11
1677,Vestibulum porttitor,amet dui quam,36,6,0
1678,fermentum,erat Praesent volutpat,0,47,22
1679,mollis,Duis,8,37,15
1680,neque et non,purus Pellentesque,39,42,22
1681,conubia nunc venenatis,metus venenatis blandit,12,13,11
1682,fermentum,lectus eget,28,3,13
1683,interdum,mattis velit,12,34,10
1684,Nulla,Sed,14,4,12
1685,natoque varius cursus,vehicula non ipsum,24,11,22
1686,cursus,sagittis convallis pede,39,56,6
1687,Suspendisse ultricies,placerat,33,58,23
1688,leo,vel,14,45,7
1689,venenatis Nullam,pellentesque placerat non,30,14,17
1690,at,nonummy blandit Ut,20,16,22
1691,pharetra est imperdiet,at nonummy,38,33,11
1692,parturient,euismod augue pulvinar,1,48,12
1693,amet ridiculus,dictum morbi nunc,22,4,1
1694,habitant,eros a tempor,22,20,16
1695,molestie felis,nostra,7,6,7
1696,lacinia,feugiat,9,11,8
1697,nascetur hymenaeos scelerisque,metus,8,49,13
1698,dis Quisque,urna,14,24,2
1699,Aliquam commodo eleifend,fringilla ipsum aliquet,41,49,9
1700,mattis,ut Proin,14,43,2
1701,primis,viverra,16,20,22
1702,Lorem vehicula,Sed,7,38,13
1703,risus scelerisque,tortor,36,12,21
1704,Duis pharetra cursus,Ut nisl,49,9,3
1705,feugiat dui Quisque,rhoncus lacinia,43,4,9
1706,Curabitur habitant,primis dolor,23,52,22
1707,Pellentesque auctor,vel,8,6,14
1708,tempor tempor,nibh facilisi,44,44,22
1709,facilisis justo dapibus,semper quis fringilla,41,53,13
1710,nascetur rutrum Cum,tempus senectus eros,27,28,18
1711,bibendum,est,15,24,13
1712,Curae cursus,pede egestas commodo,4,32,3
1713,felis,gravida vestibulum litora,16,60,24
1714,lobortis,est luctus ante,36,25,22
1715,condimentum,Cum cubilia,31,8,16
1716,Donec,congue,30,53,23
1717,neque pulvinar,tempor,37,60,23
1718,mauris,vehicula,6,1,7
1719,inceptos molestie Suspendisse,nulla,19,6,3
1720,conubia Lorem porta,gravida penatibus netus,5,53,15
1721,vel congue eu,Curabitur dui pellentesque,13,45,22
1722,turpis Suspendisse,Pellentesque elementum Donec,16,59,24
1723,tristique amet,nibh Pellentesque,31,14,12
1724,nascetur,auctor,30,28,5
1725,Curae,pretium ultrices Pellentesque,5,16,7
1726,enim bibendum,Ut,17,16,21
1727,pharetra litora dui,dignissim pellentesque consequat,15,8,14
1728,rhoncus dictum Nunc,rutrum tempor,26,2,16
1729,mauris,Sed,49,11,18
1730,Quisque libero amet,facilisis,4,50,23
1731,mus lobortis aptent,pharetra,10,44,20
1732,ultrices sociosqu,netus mattis primis,14,20,0
1733,malesuada vitae rhoncus,amet eleifend,50,18,19
1734,condimentum Etiam,risus eu mauris,19,57,18
1735,pulvinar,magna,42,44,18
1736,vestibulum quis augue,Praesent eros,24,6,13
1737,lorem eros malesuada,lacinia rutrum tellus,35,12,5
1738,lorem diam senectus,netus felis,27,52,19
1739,auctor,ornare,29,56,7
1740,cubilia,Class,49,29,9
1741,Aenean Aenean,congue amet,31,17,18
1742,turpis faucibus,lorem,31,47,15
1743,imperdiet ipsum Curabitur,gravida laoreet ipsum,27,40,20
1744,fermentum libero penatibus,eget Maecenas,16,57,18
1745,magnis,nisl ac nascetur,34,17,18
1746,placerat Fusce,Mauris tincidunt nibh,33,3,13
1747,ante Sed,Morbi vehicula id,37,7,8
1748,tempor,urna euismod,8,39,23
1749,velit parturient Praesent,vulputate,7,14,19
1750,erat posuere,Cum pretium facilisis,2,8,16
1751,inceptos scelerisque,Vivamus,28,29,7
1752,Nunc accumsan,nec conubia,32,58,6
1753,sed eget amet,Phasellus imperdiet,43,20,13
1754,morbi accumsan molestie,lectus ut Nunc,47,54,8
1755,Aenean,nec euismod fringilla,3,7,20
1756,eu,sollicitudin in,16,45,5
1757,lacus commodo nibh,parturient,10,55,16
1758,Nunc Cum Praesent,eros Nunc,25,35,21
1759,lorem pretium eu,tristique risus Nulla,46,14,13
1760,posuere consectetuer,In conubia molestie,13,53,19
1761,ullamcorper,nisl ante,30,35,4
1762,at netus,porttitor sociis accumsan,50,49,24
1763,ad,Proin,47,60,24
1764,Cras,luctus Curabitur,15,31,7
1765,fames,nonummy,33,30,12
1766,bibendum elit,Nullam,19,48,1
1767,mattis,varius sem montes,0,14,19
1768,dolor libero nonummy,euismod,35,28,13
1769,Proin rhoncus faucibus,arcu,34,39,13
1770,eu parturient facilisis,Maecenas,27,51,18
1771,est dui ut,sociosqu Pellentesque feugiat,17,55,4
1772,ligula lacinia libero,tempor taciti,0,17,18
1773,massa penatibus Mauris,facilisi pharetra,7,26,18
1774,placerat Nullam mattis,dapibus,18,59,20
1775,molestie,molestie eros Cum,40,15,14
1776,pulvinar,Maecenas Nam venenatis,10,38,12
1777,penatibus,dis dapibus faucibus,7,48,18
1778,Quisque non,lorem fames,50,56,21
1779,ipsum et semper,aliquet inceptos,43,26,18
1780,tristique,cursus,32,3,20
1781,convallis,erat placerat augue,3,5,12
1782,adipiscing,consectetuer nascetur arcu,19,22,22
1783,Cras,Nam,3,38,20
1784,blandit accumsan erat,sociosqu et laoreet,27,52,24
1785,quis,facilisi,43,34,6
1786,blandit condimentum tortor,parturient mauris,13,10,21
1787,nascetur fermentum,ut nisi,39,24,20
1788,pulvinar lobortis Praesent,ullamcorper,25,15,11
1789,nostra,hymenaeos,0,12,24
1790,posuere dignissim sociis,scelerisque ornare litora,22,36,21
1791,metus,pellentesque Quisque,22,21,21
1792,vel,ac,16,7,1
1793,habitant dignissim pretium,Pellentesque,47,23,12
1794,ultrices vestibulum mattis,nunc dolor egestas,14,17,0
1795,non,mus sociosqu commodo,21,0,17
1796,id,dapibus,19,53,19
1797,elementum nascetur magna,facilisis Sed,19,39,19
1798,tortor,placerat,29,10,19
1799,Donec,bibendum penatibus,33,7,0
1800,Ut dui Cum,rhoncus vitae nascetur,32,3,1
1801,Aliquam quam magnis,Nullam felis,34,28,13
1802,Praesent lacus,eu,30,17,20
1803,Maecenas,tincidunt semper dignissim,29,3,14
1804,Cras,eleifend,46,34,15
1805,mattis eleifend,Lorem,23,59,16
1806,accumsan aliquam,aliquet ligula Maecenas,3,16,20
1807,sapien,sociosqu,17,6,6
1808,lacinia,Class metus,43,27,24
1809,facilisi,Curae lorem Duis,14,28,18
1810,non pellentesque,varius,6,18,6
1811,sed pretium,Suspendisse nonummy,47,3,15
1812,rhoncus facilisis Suspendisse,iaculis Mauris sociis,35,32,14
1813,fermentum,rhoncus,21,31,20
1814,Aliquam torquent,erat ipsum tempus,14,51,2
1815,eros purus aliquam,parturient sagittis dis,5,44,6
